provider,email,telephone,website,address
KOLEJ KEMAHIRAN TINGGI MARA (KKTM) LEDANG,abdullah.arahman@mara.gov.my,6069756200,,
TSL TRAINING CENTRE,jacddo6435@gmail.com,60199366920,,
KOLEJ KEMAHIRAN TINGGI MARA SRI GADING,gcpv_training@srigading.kktm.edu.my,6034532572,,
ALPHA AGROSCIENCE SDN. BHD.,alpha.agrosciencemy@gmail.com,60196667288,,
ONE SUCCESS AUTOMATION (JOHOR) SDN. BHD.,jhr@onesa.com.my,60174158335,,
MACROSS ENTREPRENEURS ACADEMY SDN. BHD.,mea@macrossconsult.com,60167120408,,
MCG CONSULTANTS,mcgconsultants2020@gmail.com,6.01977E+11,,
YB ACADEMIC SDN. BHD.,ybacademic99@gmail.com,60189434515,,
BRAINSTORM SKILLFORGE ACADEMY PLT,info@brainstorm.my,60197504739,,"SUITE 5.02, LEVEL 5,WISMA HOKKIEN,JALAN YAHYA AWAL,GERTAK MERAH,JOHOR BAHRU,Johor,Malaysia-80000"
EAST WEST TRAINING ACADEMY PLT,eastwestcorp2021@gmail.com,60127760796,,
CEFS PENGERANG INTEGRATED COMPLEX,hrcca.cefspic@petronas.com,6078175552,,
HABA HUMAN ENGINEERING,habahumanengineering@gmail.com,60127140146,,
SUMMIT TECHNOLOGY SOLUTIONS,dollstonchng@gmail.com,60197707709,,
ASIA LEADERSHIP ACADEMY,mr.muzhaffar@gmail.com,60197690555,,
ALMA TECHNOLOGY SDN. BHD.,jklim@alma-asia.com,60132361300,,
SCHOLARBRIDGE ACADEMY SDN. BHD.,wh@scholarbridgeglobal.com,60102820886,,
SAVWEE EDUCATION SDN. BHD.,admin@savwee.com,60165678233,,
TP ACADEMY,trainingpekerja.academy@gmail.com,6072447774,,
ETOSH CONSULT AND ENGINEERING PLT,etosh.project@gmail.com,60108085926,,
JW MANAGEMENT & ADVISORY,SKYTEHPA@GMAIL.COM,60182278865,,
ALTIGROW CONSULTANCY,altigrowconsultancy@gmail.com,60177038450,,
J MEDIA SOLUTION,joseph@jmediasolution.com,60187639228,,
AIP TECHNOLOGY,sqlsales.aip@gmail.com,60127592288,,
INSTITUT LATIHAN PERINDUSTRIAN PASIR GUDANG,info.ilppg@jtm.gov.my,6072544170,,
TIMES HR CONSULTANT & SERVICES,timeshrconsultant@gmail.com,60137005595,,
INNIO GROUP SDN. BHD.,carijobhrdf@gmail.com,60127658287,,
Z EDGE TRAINING & CONSULTANCY SDN. BHD.,contact@zedgeconsultancy.com,60109629205,,
THE LIGHTHOUSE ACADEMIA SDN. BHD.,iamrileygoh@gmail.com,6581586869,,
NAYUTAH MEDITATION CENTER,DEXTERWONG89@GMAIL.COM,60167636683,,
IKHTISAS SAFETY SOLUTIONS,ikhtisas.safetysolutions@gmail.com,60177032019,,
GREEN NINE BUSINESS CONSULTANCY SDN. BHD.,greenninebiz@gmail.com,60127995625,,
LUX HEALTHCARE CONSULTANCY SERVICES PERKONGSIAN LIABILITI TERHAD,trainer.shangphilosophy@gmail.com,60166432328,,
VICTORY CREATORS ACADEMY,victorycreators30@gmail.com,60127273022,,
KOLEJ KOMUNITI MUAR,n.fardzilawati@gmail.com,60197196991,,
ELEVATEDEMY EDUCATION SDN. BHD.,kerry@redenglishgrammar.my,60169232897,,
JSC CORPORATE SERVICES SDN. BHD.,jsten@jsc-corp.com,60147829833,,
AGAPE CONNECTING PEOPLE MALAYSIA SDN. BHD.,anil@agape-cp.com,90236305,,
TERAS HR SOLUTION,suraya@terashr.com,6.01111E+11,,
H VENTURES SDN. BHD.,hrdc@hustle.com.sg,60164331293,,"SUITE MV22,,LEVEL 27 & 28, MVS NORTH TOWER,,MID VALLEY SOUTHKEY 1,,PERSIARAN SOUTHKEY 1, SOUTHKEY,,JOHOR BAHRU,Johor,Malaysia-80150"
LITERACY EMPOWERMENT SDN. BHD.,ask@lepls.com,60166074485,,
VISI KARYA SDN. BHD.,visikaryasb@gmail.com,60127930328,,
DEFUN MANAGEMENT SDN. BHD.,hrdefun@gmail.com,60126193769,,
THE JS SOLUTION,thejssolution@gmail.com,60177124307,,"C-02-07,,PUSAT PERDAGANGAN ION AKSES,PERSIARAN MEDINI SENTRAL 6,BANDAR MEDINI ISKANDAR,ISKANDAR PUTERI,Johor,Malaysia-79250"
DENTALIAN RESOURCES SDN. BHD.,dentalianresources@gmail.com,60166507297,,
FINDBULOUS TECHNOLOGY SDN. BHD.,giolee@findbulous.my,60193207782,,
MSK GLOBAL,tadikajohor@gmail.com,60102740765,,
MYCLASS TRAINING & CONSULTANCY SDN. BHD.,enquiry@myclasstrainingconsultancy.com,60197500806,,
QI XI GLOBAL MEDIA SDN. BHD.,qixiglobalthomas@gmail.com,60123562796,,
TADIKA BENIH HARAPAN,blossom190170@gmail.com,60189483199,,
ISHTAR WELLNESS ACADEMY SDN. BHD.,isishtarmom@gmail.com,6.01158E+11,,
R&C HIGHEST TRAINING HUB,teocecelia27@gmail.com,60126355339,,"NO.4,TINGKAT ATAS,JALAN BAKRI JAYA 1,TAMAN BAKRI JAYA,MUAR,Johor,Malaysia-84000"
TENTON SDN. BHD.,kyathrine.wu@tenton.com.my,60127175555,,
PCT TRAINING SDN. BHD.,pcttraining888@gmail.com,60139475747,,
BG CLASSROOM SDN. BHD.,bgclassroom@bgsafety.com.my,6075505990,,
FUTURISE ACADEMY,futurisetraining88@gmail.com,60106691856,,
NUSA SEPAKAT CONSULTS & SERVICES,nusasepakat@gmail.com,60127188735,,
JS MARTIN SDN. BHD.,naveed.ghakkar@icloud.com,6.0116E+11,,
WHYZE SOLUTIONS SDN. BHD.,yoongzijie@whyze.com.my,6075350161,,
JDA IMMERSIVE MEDIA SDN. BHD.,jda.immersivemedia@gmail.com,60149163945,,
SMART SEED ACADEMY,smartseeda@gmail.com,60167735468,,
SOLUBLE RESOURCE AND MANAGEMENT,soluble.kj@gmail.com,60107063053,,
SKILLS PIVOT ACADEMY,skillspivotacademy@gmail.com,60126851014,,
ACE STAR TECH SYSTEMS INTEGRATION SDN. BHD.,sales@acestartechsi.com,60182351398,,"SUITE 3 LEVEL 23 MENARA KOMTAR,JOHOR BAHRU CITY CENTRE,JALAN TUN ABDUL RAZAK,IBRAHIM INTERNATIONAL BUSINESS DISTRICT,JOHOR BAHRU,Johor,Malaysia-80000"
NNM INDUSTRIES,muhammedtaufiqfadil@gmail.com,60189594215,,
MODERN INTEGRATION TECHNOLOGY SDN. BHD.,modernklg@gmail.com,60386054409,,
FIRST LASER TECHNOLOGY SDN. BHD.,training@firstlaser.my,6063364626,,
TREASURE WEALTH JOURNEY (M) SDN. BHD.,treasurewealth@o2ofunnels.my,6.01163E+11,,
ZADELLA RESOURCES SDN. BHD.,zadellatech@gmail.com,60197305775,,
IHF ACADEMY SDN. BHD.,esa.glohex@gmail.com,6072387949,,
PUSAT LATIHAN TEKNIK BATU PAHAT,pltbatupahat@gmail.com,6074484526,,
BLOSSOM DE ART CRAFT ACADEMY,blossom.de.artcraft.academy@gmail.com,60197252660,,
EXPERT WELDING TECHNOLOGIES,exwtechnologies@gmail.com,60136067833,,
QSPIRE VOICE SOLUTIONS,hello.qsvart@gmail.com,60172466900,,
EUROPEAN CERTIFICATION SERVICES SDN. BHD.,eacssbm@gmail.com,6075908710,,"NO.7509A,JALAN ENGGANG 19,BANDAR PUTRA,KULAI,JOHOR BAHRU,Johor,Malaysia-81000"
ACME TRAINING CENTRE,alandemillionaire@gmail.com,60183256887,,
GLOBAL SKILLS RESOURCES,globalskillsr@yahoo.com,60177362382,,
MILLIONTOWER CONSULTANCY,milliontowerconsultancy@gmail.com,6.01127E+11,,
EXPORT OVERSEA ACADEMY,staf.exportoversea@gmail.com,60162322119,,
FLP TRAINING & CONSULTANT,fikree88@gmail.com,60197230199,,
ANIMUS MARKETING,accanimusmarketing@gmail.com,60149697564,,
INNER EDGE ACADEMY,gladescheong113@gmail.com,60182872768,,
PRAXIS WORKFORCE CONSULTING SDN. BHD.,sara@praxis.net.my,60193220724,,
AUSTIVE HUMAN CAPITAL SDN. BHD.,mytraininghousejb@gmail.com,60129021932,,
ADVANCE AUTO ACADEMY (MALAYSIA) SDN. BHD.,advanceautoacademy1@gmail.com,60137449941,,
ADVANCE SYNERGY CONSULTANT,iedayu1071@yahoo.com.my,60133881716,,
MEKAR PERSEGI MANAGEMENT,mekarpersegi@gmail.com,60197779655,,
POWER VOCATIONAL CONSULTANCY,carolchenly@gmail.com,6.01157E+11,,
REALEDGE SDN. BHD.,nigesh@realedgemy.com,60123706555,,
JAMES ENERGY CENTER,yun090301@gmail.com,60167138203,,
PROHUMANIX CONSULTANCY PLT,gohj182@gmail.com,60127786166,,
THYNK BOUNDLESS MARKETING,cathrynnwong@thynkboundless.com,60187791555,,
DREAMZTECH M BERHAD,admin@dreamztech.com.my,60184721220,,
DFF TOUR & TRAVEL SDN. BHD.,steve@dff.world,60127721817,,"NO 1 HENTIAN PENAWAR,SUNGAI CEMARAN,DESARU,BANDAR PENAWAR,KOTA TINGGI,Johor,Malaysia-81930"
SCORPION TECHNOLOGY GROUP 6786 SDN. BHD.,scorpion_cc@hotmail.com,60126831431,,
LENSMARK FILTRATION PRODUCTS & SERVICES SDN. BHD.,muneerah@lensmark.com.my,60133004855,,
BGS ACADEMY & CONSULTANCY SDN. BHD.,bgsacademyconsultancysdnbhd@gmail.com,60169552093,,
HEALTH FIRST WELLNESS & TRAINING,pes132c@gmail.com,60127720359,,
MCKENZIE ACADEMY,LIZIMING@MCKBA.COM,6.01111E+11,,
ALPHA GENIUS ACADEMY SDN BHD,academyalphagenius@gmail.com,6.01115E+11,,
SUCCESS LIFE IGNITE EDU HUB,trainer.shangphilosophy@gmail.com,60127317878,,
SOVA INTELLIGENCE (M) SDN. BHD.,drsalasiah@sovaintell.com,60197738522,,
PERMATA SINAR PUTEH SDN. BHD.,henry@pspsb.com,60129606122,,
MFP CLOUD SDN. BHD.,contact@accountingsuperhero.com,60364201300,,
DEWANITA VENTURES,lisafatin@yahoo.com,60167722436,,
HAQQ RESOURCES SDN. BHD.,haqqresources.training@gmail.com,60197784655,,
AZIEZAN SL CORNER TRADING,ahmad.shafrizal@gmail.com,60137442669,,
WYNN CLIFFORD ACADEMY SDN. BHD.,sathya@wynncliffordacademy.my,60146251663,,
PLC PORTFOLIO SDN. BHD.,zaiadan1964@gmail.com,60167491805,,
HORIZON VISION MANAGEMENT,horizonvision.msia@gmail.com,60139998768,,
PAC TESTING & CONSULTING SDN. BHD.,pac@pactesting.com,6.03072E+11,,
SECURE LABX SDN. BHD.,securelabx.hr@yahoo.com,6075607212,,
CHANG HEALTH PSYCHOLOGY CENTRE,enquiry.chpc@gmail.com,60183431858,,
LUCA ACADEMY SDN. BHD.,esther_yong@lucais.edu.my,60127128705,,
EVEREST LEARNERS MANAGEMENT,smega1970@gmail.com,60167375933,,
NOVICE VENTURES,kishnu1856@gmail.com,60149111856,,
JOHOR TOYYIBAN LABORATORIES SDN. BHD.,noorjulieana.jtlab@gmail.com,60105610361,,
YUSHU YUREN RESOURCES,info@faireedu.com,6.01112E+11,,
21DAYS LEARNING LAB SDN. BHD.,koshilan92@gmail.com,60146183048,,
CNG ACADEMY & MARKETING SDN. BHD.,nghenlo@yahoo.com,60127307929,,
YP ADVANCED SKILLS SDN. BHD.,enquiries@kypskills.edu.my,6095671333,,
RADIANT RETREATS SDN BHD,info@radiant-retreats.com,60125655901,,
MYH SAFETY TRAINING PLT,myhmy@yahoo.com,60129815624,,
HICOM UNIVERSITY COLLEGE SDN BHD,zeiana@dhu.edu.my,6094242783,,
KYP EDUCATION SDN. BHD.,nor_abidah@ucyp.edu.my,60193453386,,
GENTING CENTRE OF EXCELLENCE SDN. BHD.,kexin.chua@rwgenting.com,60361011118,,
UNIVERSITI MALAYSIA PAHANG (CENFED),intake@umpsaadvanced.edu.my,60134270051,,
PETRO SAFETY TRAINING & CONSULTANCY SDN BHD,petrosafety.consultancy@gmail.com,60169898008,,
NMD TRAINING & CONSULTATION,nmd@nmdtraining.com,60127215272,,
ALSTON CONSULTANCY,tingjielee2992@gmail.com,60172992218,,
NATECH MANAGEMENT PLT,annuar_vr4@yahoo.com,60166787808,,
MARRYBROWN SDN. BHD.,mbhr@marrybrown.com,6073316590,,
HRBP ASIA SDN. BHD.,ericyang@hrbp-asia.com,6583392400,,
DRTS GROUP SDN. BHD.,mohamed.hafiz.md.isa@gmail.com,6.01116E+11,,
INNOCORE SOLUTIONS PLT,tanjb@icloud.com,60127205657,,
LRR MULTI RESOURCES,lrrlearningsolutions@gmail.com,6.01171E+11,,
ASME CIRCLE CONSULTANCY,trainingasmecircleconsultancy@gmail.com,60137316137,,"N0 6,JALAN GUNUNG PANTI 12,PRESINT GUNUNG PANTI,BUKIT PELALI,PENGERANG,Johor,Malaysia-81600"
SK INDUSTRIAL ACADEMY CENTRE,tlmtech076@gmail.com,6.01111E+11,,
FEDERATION OF MALAYSIAN MANUFACTURING (EASTERN),fmmeastern@fmm.org.my,6095606554,,
DYNAMIC PROFESSIONAL TRAINING ACADEMY,kathz22@live.com,60169233664,,
MY OCCUPATIONAL HEALTH SAFETY AND EMERGENCY SERVICES,husain.sajahan@yahoo.com,60193177378,,
KENS TRAINING AND CONSULTANCY,admin@kenstraining.com,60135014611,,
TRANS CERTIFICATION & INSPECTION SDN. BHD.,info@transcert.com.my,6095751333,,
LH SKILLS ACADEMY SDN. BHD.,admin@mtsacollege.com,6092317128,,
PAHANG CORPORATE MANAGEMENT SERVICES SDN. BHD.,yia.pcms@gmail.com,6095609788,,
FMM INSTITUTE (EASTERN),fmmeastern@fmm.org.my,6095606554,,
ASIA CAMP SDN. BHD.,asiacampsdnbhd@gmail.com,60175044456,,
MSTS ASIA SDN. BHD. (CHERATING CENTRE),nm@msts-my.org,60197951441,,
POLITEKNIK METRO KUANTAN,hafizuddin.b@pmku.edu.my,6095659000,,
POLITEKNIK SULTAN HAJI AHMAD SHAH,wan_hasli@polisas.edu.my,60129549604,,
ALPHA KNOWLEDGE POWER PLT,admin@alphaknowledgepower.com,6095751611,,
GIT ACADEMY SDN. BHD.,ain.gitkuantan@gmail.com,60139883634,,
OSH NET CONSULTANCY AND SERVICES SDN BHD,admin@ocssb.com,60199327222,,
GEM-ASIA SDN. BHD,gemasia2u@gmail.com,60142618648,,
WH SKILL TRAINING SDN BHD,siongwh@whtraining.my,60129897311,,
SAFETY SMART SOLUTION,admin@s-smartsolution.com,60183871429,,
PBAG CONNECT 2U SDN BHD,hello@perfect-advisory.com,60129202387,,
SIGMA IMPROVEMENT SOLUTION SDN BHD,ssraja@sigma-ims.com.my,60122002371,,
OCCUMED CONSULTANCY & SERVICES SDN BHD,occumedconsultancy@gmail.com,6095834760,,
ALPHAEDGE CONSULTANCY,alphaedgeconsultancy@gmail.com,60177465611,,
SUCCESS STEPS TRAINING SERVICES,successsts24@gmail.com,6.01169E+11,,
KUPSTI SDN. BHD.,admin@kupsti.com,60145005858,,
SPACETREE SDN. BHD.,finance@space-tree.com,60133903388,,
INSPIRE HUMAN RESOURCE MANAGEMENT SERVICES SDN. BHD.,insphrm21@gmail.com,60169532617,,
AKAR KRISTAL SDN BHD,aksb.training@gmail.com,60193301010,,
KSL BUSINESS SOLUTIONS SDN. BHD.,finance_kslb@ksleow.com.my,6.01111E+11,,
HIT SKILLS SDN. BHD.,hitskills.hq@gmail.com,60143966697,,"B-20, LEVEL 2,,LORONG MAT KILAU 24/1,,CHUNGHUA AVENUE,,JALAN PENJARA,,KUANTAN,Pahang,Malaysia-25100"
PLANET DOLPHIN ENGINEERING & SERVICE SDN. BHD.,kvstudiolegacy@gmail.com,60139305818,,
EXORA TRADING & CONSTRUCTION SDN BHD,exora.training@gmail.com,60193301010,,
G Y HAPPY FARM SDN. BHD,wwchan.mesb@gmail.com,60380822118,,
ILEAD STRATEGY LEGACY,zulsyafiq91@gmail.com,60179737806,,
UNIPSAS HOLDINGS SDN BHD,unipsasholdings@gmail.com,60133247064,,
GEMILANG QASTURI CONSULTANCY,razif2006@gmail.com,60199521701,,
SAFETY BIG EVENT SDN BHD,talib@safetybigevent.my,60172491668,,
ANJUNG JANDA RESORT SDN. BHD.,anjungjanda.r@gmail.com,60134886541,,
INSTITUT LATIHAN PERINDUSTRIAN (ILP) KUANTAN,ilpkuantan@jtm.gov.my,6095861660,,
LAMAN OSH SDN. BHD.,lamanoshch@gmail.com,60175662336,,
CENTRAL TECH RESOURCES SDN. BHD.,acct@centraltech.com.my,60193057141,,"A33, TINGKAT 1,,LORONG IM 5/2,,JALAN PERSIARAN SULTAN ABU BAKAR,,INDERA MAHKOTA,KUANTAN,Pahang,Malaysia-25200"
ABTC ENTERPRISE,amrinbadron5259@gmail.com,60197795711,,
PAHANG SKILLS DEVELOPMENT CENTRE(PSDC),suzila@pahangskills.gov.my,6095673200,,
POLITEKNIK MUADZAM SHAH,amienurul@pms.edu.my,6094502005,,
HAZ SMART TRAINING CONSULTANCY,norazman21166@gmail.com,60199884921,,
STRIVE TRAINING AND CONSULTANCY SDN. BHD.,strivetac@gmail.com,60135109356,,
GIG VENTURE SDN. BHD.,hi@gigventure.my,60109004847,,
SMART BUILDER CONSULTANT,abgsmart.sbc@gmail.com,60132071073,,
ARYOUR INTEGRATED SERVICES SDN. BHD.,khairul@aryour.com,60199329167,,
KOLEJ PROFESIONAL MARA INDERA MAHKOTA,webmaster@inderamahkota.kpm.edu.my,6095736304,,
EAST COAST DRIVING ACADEMY SDN. BHD.,farhanaazaha@gmail.com,60128332551,,
NEX ACADEMY SDN. BHD.,nexacademy.edu@gmail.com,60126588416,,
SHAHZHAR ENTERPRISE,shah.azahar88@gmail.com,60179896741,,
FOCAS ACADEMY,focasacademy276@gmail.com,60139237011,,
IZ BIZ TRANSFORMER CONSULTANCY,hr.onboardstrtegiest@gmail.com,60139847646,,
DAYA BUMEE VENTURE,dayabumeeventure@gmail.com,60179878181,,
IIFIN CONSULTING SDN. BHD.,iifin01@yahoo.com,60149296981,,
SEMPAH T FARM MANAGEMENT,sempahtfarm@gmail.com,60162191413,,
ARROW CREATIVE SDN. BHD.,ARROWCREATIVESB@GMAIL.COM,60173065800,,
INSTITUT KEMAHIRAN MARA TSYA,mahadi.hassan@mara.gov.my,60133880069,,
IO ENGINEERING SERVICE,omarida.hab@gmail.com,60126818241,,
EASY LATIH CONSULTANCY,syamsul@easylatih.my,60109202811,,
ISMA CERDIK SURIAA SDN. BHD.,isma.cerdik.suriaa@gmail.com,60179878181,,
B COOL TRAINING,hairol_bcool@icloud.com,60192184657,,
KOLEJ KEMAHIRAN TINGGI MARA KUANTAN,webmaster@kuantan.kktm.edu.my,6095366871,,
INFORANA HOLDINGS SDN. BHD.,inforana_holdings@yahoo.com,6096674040,,
SPEEDOFFICE SDN. BHD.,norlukmal@gmail.com,60124448352,,
ZNS SYNERGY SDN. BHD.,coachnajib@gmail.com,60129460634,,
TQHM TRAINING & CONSULTANCY SDN. BHD.,tqhmc.consultancy.sb@gmail.com,60199842395,,
PETRONAS TECHNICAL TRAINING SDN BHD,hamzali_azizan@petronas.com,6096686149,,
KOLEJ KETENGAH SDN.BHD,admin@kolejketengah.edu.my,6098222861,,
AKADEMI BINAAN MALAYSIA (TERENGGANU) SDN BHD,trainingabmt@cidbabm.com.my,6096818327,,
HADI VENTURE SDN BHD,hafiz@hadiventure.com,60185870274,,
CEFS RESPONSE,norsyahida.abubakar@petronas.com.my,6098315813,,
UNISZA CONSULTANCY SDN. BHD.,unisza.consultancy@gmail.com,6036671495,,
ADYOLOGY SDN. BHD.,ttcc.official@gmail.com,6096285958,,
TERENGGANU SAFETY TRAINING CENTRE SDN BHD,nurul@tstc.com.my,6098623300,,
RSA ACADEMY SDN. BHD.,rsaacasb@gmail.com,6098503380,,
RANACO MARINE SDN. BHD.,admin.rg@reti.edu.my,6098503160,,
NAZ GALAXY GROUP SDN BHD,admin@nazgalaxy.com.my,6098505605,,
SBMN SYNERGY SDN. BHD.,training@sbmnsynergy.com,6098685325,,
STAT SUPPLY SDN. BHD.,jacklee82731@hotmail.com,60162275607,,
TTL TECHNO SOLUTION SDN BHD,thomaswunwl@gmail.com,60199185633,,
D`WISDOM MIND SDN. BHD.,khchia99@yahoo.com.sg,60193808138,,
AK GREEN SDN BHD,safwan.akgreen@gmail.com,60179721673,,
WSN CONNECTION SERVICES,wsn.connection.services2@gmail.com,60139922783,,
NETLINX SOLUTION CONSULTANT,suhaila@netlinxsc.net,60139385705,,
OUTDOOR SKILLS TRAINING CONSULTANT,outdoorskills08@gmail.com,60139176581,,
DNA NDTECH,nah@dnandtech.com,6.01163E+11,,"LOT 7228 TINGKAT ATAS,JALAN PENGKALAN NYIREH,MAS SEKUPANG,KAMPUNG RAJA,BESUT,Terengganu,Malaysia-22200"
MIE ZAN ENTERPRISE,miezanenterprise@gmail.com,60192185125,,
HUSA NETWORK SDN. BHD.,admin@manis.fm,6096262255,,
BIG SCOPE EVENT AND TRAVEL SDN. BHD.,adyanakaswadi@gmail.com,60196931662,,
PUSAT LATIHAN KEMAHIRAN TATI SDN. BHD.,tatiskills.adm@gmail.com,6098631543,,
CIPTA AKADEMI,cipta.akademi@gmail.com,60192177919,,
AKASIA MEDICARE SDN. BHD.,ramlizulqarnain@gmail.com,60133242695,,
MASTERLINE INTEGRATED SDN. BHD,enquiry@masterlinelineintegrated.com.my,6098599029,,
KUNANG ACE ENERGY SDN. BHD.,admin@kunang.com.my,6098266676,,
RED VISTA SDN. BHD.,red_vista@yahoo.com,6098503501,,
UPSTREAM DOWNSTREAM PROCESS & SERVICES SDN. BHD.,rika@udps.com.my,6098582753,,
ROTO MECA RESOURCES SDN. BHD.,rotomeca@roto-meca.com,60122019951,,
ZABSI TRAINING ACADEMY SDN. BHD.,training@zabsi.com,6098592095,,
RIA ACADEMY AND CONSULTANCY SDN. BHD.,info@racsb.com.my,6098271511,,
KT SKILL SDN. BHD.,ktskill2014@gmail.com,6096164410,,
TARBIYYAH KREATIF CONSULTANCY,izzuddin@tarbiahkreatif.edu.my,60175658397,,
TD1303 SDN. BHD.,hello@td1303.com,6096286000,,
EXCELIS CONSULTANCY,irfankey4444@gmai.com,60169806384,,
REDANG DM SCUBA SDN. BHD.,clairesiow0818@gmail.com,60193388881,,
EASTPOINT ACADEMY & CONSULTANT,eastpointacademy.my@gmail.com,60143009184,,
GOLDROCK TRAINING,rmrusl2@gmail.com,60139568528,,
RAHIM FARED TRAINING CONSULTANT SDN. BHD.,rahimfaredtrainingconsultant@gmail.com,6.01163E+11,,
OPTISAVER ACADEMY SDN. BHD.,konsepms@gmail.com,6096226770,,
DNK HEALTHCARE GROUP SDN. BHD.,klinikmedina2019@gmail.com,60198471883,,
POLITEKNIK SULTAN MIZAN ZAINAL ABIDIN,tarmizie@psmza.edu.my,60129813637,,
EHS GLOBAL RESOURCES,khjusoh@gmail.com,60199327222,,
TTI MANAGEMENT SDN. BHD.,unitlatihantti@gmail.com,6096278888,,
UNIVERSITI MALAYSIA TERENGGANU (UMT),ihwanz@umt.edu.my,60169214005,,
RUANE-TATI SDN BHD,admin@ruane-tati.com,6098631033,,
CENTRO SYNERGY RESOURCES,centrosyn@gmail.com,60199896501,,
AN-NUR OSH CONSULTANCY & TRAINING SDN. BHD.,hr@poliklinikannur.com,60124090200,,
TERENGGANU SKILLS DEVELOPMENT CENTRE BERHAD,sitimeriam@tesdec.edu.my,60139480197,,
TEMENGGONG ENERGY SDN. BHD.,temenggongenergy@gmail.com,60109081111,,
ASIAN SKILL ACADEMY,asianskillacademy007@gmail.com,60137014571,,
GOMOGI CONSULTING,gomogi8690@gmail.com,6.01111E+11,,"BLOK A, TATI IDAMAN INN,KAMPUS UC TATI,TELUK KALUNG,JALAN PANCHUR,KEMAMAN,Terengganu,Malaysia-24000"
KONSEP SOFTWARE SOLUTIONS SDN. BHD.,lukelau@lwtmy.com,60103908380,,
EXPEDITE SOLUTION & CONSULTANCY,peggy.expedite@gmail.com,60129159139,,
PENJANA EKO SDN. BHD.,norazaminsalleh@gmail.com,60198925555,,
BTOP WELLNESS SDN. BHD.,yrudie@gmail.com,60139830858,,
SEKOLAH PERDAGANGAN DIAN,sp-dian@hotmail.com,60139439263,,
AZM TRAINING & CONSULTANCY SDN. BHD.,aiman.azmtraining@gmail.com,60195742239,,
BINRAZAK TRAINING CENTRE SDN. BHD.,binrazaksdnbhd@gmail.com,60104467741,,
ENDA FOOD INDUSTRIES SDN. BHD.,endafood@gmail.com,6097747854,,
SHIEH MANAGEMENT SDN. BHD.,vignes_k@yahoo.com,60196011148,,
UMK HOLDINGS SDN BHD,admincorporate@umkholdings.com,6097749000,,
BAYUBALI ENGINEERING SDN. BHD.,info@bayubali.com.my,60139278625,,
MATRIX BIZ NETWORK SDN BHD,mtrxbiznetwork@gmail.com,60129386508,,
RICHMIND LEGACY SDN BHD,richmindlegacy2017@gmail.com,60199818178,,
KB SMART TRAINING CENTRE SDN. BHD.,kbsmarttraining@hotmail.com,6097462299,,
TEDUHAN IMAN TRAINING & CONSULTANCY,zulkarnain.work70@gmail.com,60199868067,,
ELITE EVENT SOLUTION SDN. BHD.,hr@thelangitresort.com,60105846013,,
GENETHICS ASIA SDN. BHD.,suhailikasmat@gmail.com,60103787865,,
PENYU ESCAPES TRAVEL SDN. BHD.,penyuescapes@gmail.com,60129664254,,
TAISOHAR DE`TRATI ENTERPRISE,taisohar01@gmail.com,60129855908,,"PT 3370 TINGKAT 1 DAN TINGKAT 2,,JALAN PASAR BARU,,KAMPUNG TANDAK,BESUT,JERTEH,Terengganu,Malaysia-22000"
RESILIENT CONSULTANCY SDN. BHD.,resilientconsultancy1511@gmail.com,60182247920,,
IMANIX INTERNATIONAL SDN. BHD.,imanixconsultancy@gmail.com,60172987172,,
BMTH TECHNIQUE SOLUTIONS,bmthtechniquesolutions@gmail.com,60199596391,,
INSTITUT KEMAHIRAN MARA BESUT,shalahiah@mara.gov.my,60189786995,,
CAREION CRANES SDN. BHD.,crane@careion.com,6098262666,,
RUMAH SPA ANGGUN,rumahspaanggun@gmail.com,6.01112E+11,,
INSTITUT LATIHAN PERINDUSTRIAN KOTA BHARU,infoilpkb@jtm.gov.my,6097742448,,
MINDAPRO CONSULTANCY,tiahana130@gmail.com,6.01161E+11,,
PKK SKILLS ENHANCEMENT & CONSULTANCY,ahmadzakialyamanie@gmail.com,60139519666,,
TTJ PRO SERVICES,shamilsukri43@gmail.com,60148797947,,
SAHABATKU AUTO CARE,wmz6435@gmail.com,60139336969,,
IDEA HIJAU SDN. BHD.,hr@vci.my,60182043105,,
G ONE ACTIVE RESOURCES,g1activeresources@gmail.com,60193452419,,
EJOE SOLUTIONS,ejoe2u@yahoo.com,60109003703,,
EXCELLENT PLAN CONSULTANCY AND MANAGEMENT (Z) SDN. BHD.,zainolptmm@yahoo.com,60125652445,,"PT 696,JALAN KOTA JELASIN KJ 4/1,BANDAR BARU TUNJONG,MUKIM PENDEK,KOTA BHARU,Kelantan,Malaysia-16010"
FAST ONE MANAGEMENT SDN. BHD.,shahiraservices@gmail.com,60169419985,,
MASHIEONEY ENTERPRISE,mycccomputer@gmail.com,60126259449,,
CALLY YEONG CONSULTING SERVICES,callyyeongconsulting@gmail.com,60123511630,,
MF TRAINING AND CONSULTANCY SDN. BHD.,admin_hq@mfco.online,60125030006,,
UB CONSULT SDN. BHD.,ubcpms@yahoo.com,6097414221,,
DYNAMIC IDEAL RESOURCES,dynamicidealresources@gmail.com,6.01162E+11,,
MAMHY RESOURCES,anuarmus88@yahoo.com,60197146688,,
NETSERV TRAINING RESOURCES,netserv.sb@gmail.com,60192246243,,
DESB TRAINING AND COACHING PLT,desb.training@gmail.com,60103697445,,
